ID,Tweet,Candidate,Stance,Preproc_Tweet,Tokens
49,"@TsatsuN @PaulKagame @NAkufoAddo @ECGhanaOfficial Per your stupidity,the EC gave the President the 6+ million votes.",Nana,0.0,  nana  per your stupiditythe ec gave the president the  million votes,"['nana', 'per', 'your', 'stupidityth', 'ec', 'gave', 'the', 'presid', 'the', 'million', 'vote']"
50,@NAkufoAddo Hello Mr. President,Nana,0.0,nana hello mr president,"['nana', 'hello', 'mr', 'presid']"
52,"@AwartDani @NAkufoAddo My brother, its okay I don't want you to trend. You win, lets keep it that way. Thank you",Nana,0.0, nana my brother its okay i don't want you to trend you win lets keep it that way thank you,"['nana', 'my', 'brother', 'it', 'okay', 'i', ""don't"", 'want', 'you', 'to', 'trend', 'you', 'win', 'let', 'keep', 'it', 'that', 'way', 'thank', 'you']"
55,@iam_vanvicker @NAkufoAddo This is artistically unjust. This is so wrong!,Nana,0.0, nana this is artistically unjust this is so wrong,"['nana', 'thi', 'is', 'artist', 'unjust', 'thi', 'is', 'so', 'wrong']"
62,What was your reaction when you heard EC Declared The Election Give @NAkufoAddo And NPP Government? #QuestionTimeWithMsOtoo,Nana,0.0,what was your reaction when you heard ec declared the election give nana and npp government ,"['what', 'wa', 'your', 'reaction', 'when', 'you', 'heard', 'ec', 'declar', 'the', 'elect', 'give', 'nana', 'and', 'npp', 'govern']"
69,@somerdis1 @1Farakhan @AOuattara_PRCI @NAkufoAddo Exactly my point dear,Nana,0.0,   nana exactly my point dear,"['nana', 'exactli', 'my', 'point', 'dear']"
73,@JohnBigmann_off @AwartDani @NAkufoAddo Dm me for something,Nana,0.0,  nana dm me for something,"['nana', 'dm', 'me', 'for', 'someth']"
74,@AwartDani @NAkufoAddo Don abeg she no be thing. She fine . Just be say she be thief k3k3,Nana,0.0, nana don abeg she no be thing she fine  just be say she be thief kk,"['nana', 'don', 'abeg', 'she', 'no', 'be', 'thing', 'she', 'fine', 'just', 'be', 'say', 'she', 'be', 'thief', 'kk']"
76,@Bridget_Otoo why @JDMahama  and not  @NAkufoAddo ?,Nana,0.0, why mahama  and not  nana ,"['whi', 'mahama', 'and', 'not', 'nana']"
77,@NsiaAvena @NAkufoAddo Amen.....bless you Abena,Nana,0.0, nana amenbless you abena,"['nana', 'amenbless', 'you', 'abena']"
79,@ComradeSharp @AOuattara_PRCI @NAkufoAddo @ECGhanaOfficial This is it.,Nana,0.0,  nana  this is it,"['nana', 'thi', 'is', 'it']"
83,These people are just fraudsters..they promise to deliver my goods are ordered from them after doing payment?up toÃ¢â¬Â¦ https://t.co/0qxfrBteV2,Nana,0.0,these people are just fraudstersthey promise to deliver my goods are ordered from them after doing paymentup to ,"['these', 'peopl', 'are', 'just', 'fraudstersthey', 'promis', 'to', 'deliv', 'my', 'good', 'are', 'order', 'from', 'them', 'after', 'do', 'paymentup', 'to']"
85,@hughclaver @iamTONITONES @NAkufoAddo Toni tones,Nana,0.0,  nana toni tones,"['nana', 'toni', 'tone']"
89,@MzFrimpz Meeting with Addo showboy @NAkufoAddo,Nana,0.0, meeting with addo showboy nana,"['meet', 'with', 'addo', 'showboy', 'nana']"
98,"@TheeTrRUTH @AwartDani @NAkufoAddo Perish ?? Dey there, cry for yourself.",Nana,0.0,  nana perish  dey there cry for yourself,"['nana', 'perish', 'dey', 'there', 'cri', 'for', 'yourself']"
99,@morgangamel @PaulKagame @NAkufoAddo get ur pink sheets and do the maths,Nana,0.0,  nana get ur pink sheets and do the maths,"['nana', 'get', 'ur', 'pink', 'sheet', 'and', 'do', 'the', 'math']"
103,@PaulKagame @NAkufoAddo Paul l love you given that energy in people of Rwanda thc,Nana,0.0, nana paul l love you given that energy in people of rwanda thc,"['nana', 'paul', 'l', 'love', 'you', 'given', 'that', 'energi', 'in', 'peopl', 'of', 'rwanda', 'thc']"
105,@NAkufoAddo Welcome.Pls i will urge u to supervise the executives  well.thank you,Nana,0.0,nana welcomepls i will urge u to supervise the executives  wellthank you,"['nana', 'welcomepl', 'i', 'will', 'urg', 'u', 'to', 'supervis', 'the', 'execut', 'wellthank', 'you']"
112,@monsieur_duke31 @RailaOdinga @NAkufoAddo This was yesterday morning when I posted this. Talk about ignorance! https://t.co/9ZSNaloL6b,Nana,0.0,  nana this was yesterday morning when i posted this talk about ignorance ,"['nana', 'thi', 'wa', 'yesterday', 'morn', 'when', 'i', 'post', 'thi', 'talk', 'about', 'ignor']"
128,"@NAkufoAddo Hi daddy, please give directives to EC to try and correct all errors as claimed by the NDC with some irÃ¢â¬Â¦ https://t.co/rfhuJtm7Mm",Nana,0.0,nana hi daddy please give directives to ec to try and correct all errors as claimed by the ndc with some ir ,"['nana', 'hi', 'daddi', 'pleas', 'give', 'direct', 'to', 'ec', 'to', 'tri', 'and', 'correct', 'all', 'error', 'as', 'claim', 'by', 'the', 'ndc', 'with', 'some', 'ir']"
133,@EmekaGift @NAkufoAddo God bless you nwachineke,Nana,0.0, nana god bless you nwachineke,"['nana', 'god', 'bless', 'you', 'nwachinek']"
136,@meetyoel @PaulKagame @NAkufoAddo We decided as Rwandans to keep him as our leader for numerous reasons .,Nana,0.0,  nana we decided as rwandans to keep him as our leader for numerous reasons ,"['nana', 'we', 'decid', 'as', 'rwandan', 'to', 'keep', 'him', 'as', 'our', 'leader', 'for', 'numer', 'reason']"
146,@NsiaAvena @NAkufoAddo Respect dear you are too young,Nana,0.0, nana respect dear you are too young,"['nana', 'respect', 'dear', 'you', 'are', 'too', 'young']"
155,@PaaMethaphor @BarrowPresident @NaaNorkor5 @NAkufoAddo Yh. Ifb,Nana,0.0,   nana yh ifb,"['nana', 'yh', 'ifb']"
159,@PaulKagame @NAkufoAddo The opposition party is bitter because their candidate lost hence their display of stupidity under this post,Nana,0.0, nana the opposition party is bitter because their candidate lost hence their display of stupidity under this post,"['nana', 'the', 'opposit', 'parti', 'is', 'bitter', 'becaus', 'their', 'candid', 'lost', 'henc', 'their', 'display', 'of', 'stupid', 'under', 'thi', 'post']"
168,@Makdatafriqa @AOuattara_PRCI @NAkufoAddo This news is worldwide know not only me.,Nana,0.0,  nana this news is worldwide know not only me,"['nana', 'thi', 'news', 'is', 'worldwid', 'know', 'not', 'onli', 'me']"
185,"@Joy997FM @NAkufoAddo The purge cometh ! #joynewspropaganda ! 
Cheap politicking and now Manifestivities! Yall just lost the touch",Nana,0.0," nana the purge cometh    
cheap politicking and now manifestivities yall just lost the touch","['nana', 'the', 'purg', 'cometh', 'cheap', 'politick', 'and', 'now', 'manifest', 'yall', 'just', 'lost', 'the', 'touch']"
186,@lordcudjoe @NAkufoAddo *went,Nana,0.0, nana went,"['nana', 'went']"
188,@YAbban_ @illYstyLEz @JDMahama @NAkufoAddo He has incited his members,Nana,0.0,  mahama nana he has incited his members,"['mahama', 'nana', 'he', 'ha', 'incit', 'hi', 'member']"
190,@atiku @NAkufoAddo Baba pls I need Christmas tree....thank u sir in anticipation,Nana,0.0, nana baba pls i need christmas treethank u sir in anticipation,"['nana', 'baba', 'pl', 'i', 'need', 'christma', 'treethank', 'u', 'sir', 'in', 'anticip']"
195,@AwartDani @NAkufoAddo You may not agree with her but to insult her to this extent is beyond...,Nana,0.0, nana you may not agree with her but to insult her to this extent is beyond,"['nana', 'you', 'may', 'not', 'agre', 'with', 'her', 'but', 'to', 'insult', 'her', 'to', 'thi', 'extent', 'is', 'beyond']"
196,@AOuattara_PRCI @NAkufoAddo Brothers in crime,Nana,0.0, nana brothers in crime,"['nana', 'brother', 'in', 'crime']"
199,@Joy997FM @NAkufoAddo Out here doing   the government bidding and cheap politicking..#joypropaganda,Nana,0.0, nana out here doing   the government bidding and cheap politicking,"['nana', 'out', 'here', 'do', 'the', 'govern', 'bid', 'and', 'cheap', 'politick']"
200,@PaulKagame @NAkufoAddo He's so corrupt.  Don't be his friend else he'll pollute you,Nana,0.0, nana he's so corrupt  don't be his friend else he'll pollute you,"['nana', ""he'"", 'so', 'corrupt', ""don't"", 'be', 'hi', 'friend', 'els', ""he'll"", 'pollut', 'you']"
203,"@AwartDani @NAkufoAddo Speak right, freedom of speech but let's be mindful of what we say. If you are asked of a proof can you give it",Nana,0.0, nana speak right freedom of speech but let's be mindful of what we say if you are asked of a proof can you give it,"['nana', 'speak', 'right', 'freedom', 'of', 'speech', 'but', ""let'"", 'be', 'mind', 'of', 'what', 'we', 'say', 'if', 'you', 'are', 'ask', 'of', 'a', 'proof', 'can', 'you', 'give', 'it']"
204,@kboakye_1 @AwartDani @NAkufoAddo Oh charley serious oo,Nana,0.0,  nana oh charley serious oo,"['nana', 'oh', 'charley', 'seriou', 'oo']"
208,@MotherGhana4eva @idualliance @ChristDeKing @NAkufoAddo @dua_africa Lol kid,Nana,0.0,   nana  lol kid,"['nana', 'lol', 'kid']"
214,"@RailaOdinga @NAkufoAddo Many THANKS to John Mahama, accepting Ghanaians decision have saved his country such belowÃ¢â¬Â¦ https://t.co/w4hRYvfr5b",Nana,0.0, nana many thanks to john mahama accepting ghanaians decision have saved his country such below ,"['nana', 'mani', 'thank', 'to', 'john', 'mahama', 'accept', 'ghanaian', 'decis', 'have', 'save', 'hi', 'countri', 'such', 'below']"
220,@allanombewa @RailaOdinga @NAkufoAddo Your source pls,Nana,0.0,  nana your source pls,"['nana', 'your', 'sourc', 'pl']"
221,"@EmmanuelKojoAp8 @KokuAnyidoho Dont mind this foolish korku, he is just writing to get money from @NAkufoAddo",Nana,0.0,  dont mind this foolish korku he is just writing to get money from nana,"['dont', 'mind', 'thi', 'foolish', 'korku', 'he', 'is', 'just', 'write', 'to', 'get', 'money', 'from', 'nana']"
222,@CoachOpeele @NAkufoAddo Thieves team,Nana,0.0, nana thieves team,"['nana', 'thiev', 'team']"
224,@PaulKagame @NAkufoAddo Follow for Instant follow back..no pretense,Nana,0.0, nana follow for instant follow backno pretense,"['nana', 'follow', 'for', 'instant', 'follow', 'backno', 'pretens']"
227,@JosepBorrellF @NAkufoAddo And only took 5 people shot dead what a bargain,Nana,0.0, nana and only took  people shot dead what a bargain,"['nana', 'and', 'onli', 'took', 'peopl', 'shot', 'dead', 'what', 'a', 'bargain']"
229,@AwartDani @NAkufoAddo Witch,Nana,0.0, nana witch,"['nana', 'witch']"
230,@EAWittyKNoch @AwartDani @NAkufoAddo Be there we all go perish fools,Nana,0.0,  nana be there we all go perish fools,"['nana', 'be', 'there', 'we', 'all', 'go', 'perish', 'fool']"
231,@Wildboygh @AwartDani @NAkufoAddo That is what even makes it sadder for him.,Nana,0.0,  nana that is what even makes it sadder for him,"['nana', 'that', 'is', 'what', 'even', 'make', 'it', 'sadder', 'for', 'him']"
233,@owuraku_ababio @AwartDani @NAkufoAddo This wig na 300 cedis  in Kanta,Nana,0.0,  nana this wig na  cedis  in kanta,"['nana', 'thi', 'wig', 'na', 'cedi', 'in', 'kanta']"
236,@JosepBorrellF @NAkufoAddo Violence everywhere.... West Africa is not safe,Nana,0.0, nana violence everywhere west africa is not safe,"['nana', 'violenc', 'everywher', 'west', 'africa', 'is', 'not', 'safe']"
237,@CoachOpeele @NAkufoAddo They've forgotten that it's mandated by law that some sector ministers must be in the team,Nana,0.0, nana they've forgotten that it's mandated by law that some sector ministers must be in the team,"['nana', ""they'v"", 'forgotten', 'that', ""it'"", 'mandat', 'by', 'law', 'that', 'some', 'sector', 'minist', 'must', 'be', 'in', 'the', 'team']"
239,"@kaniziou @Bbarahira007 @PaulKagame @NAkufoAddo Good question.  But that's wat I feel about Germany,too. Too long in power  is not good.",Nana,0.0,   nana good question  but that's wat i feel about germanytoo too long in power  is not good,"['nana', 'good', 'question', 'but', ""that'"", 'wat', 'i', 'feel', 'about', 'germanytoo', 'too', 'long', 'in', 'power', 'is', 'not', 'good']"
245,@AOuattara_PRCI @NAkufoAddo Frudurant election,Nana,0.0, nana frudurant election,"['nana', 'frudur', 'elect']"
246,@taylordanash @ameyaw112 @NAkufoAddo Was he wrong by sending it to court?,Nana,0.0,  nana was he wrong by sending it to court,"['nana', 'wa', 'he', 'wrong', 'by', 'send', 'it', 'to', 'court']"
247,"@rono_sam @RailaOdinga @NAkufoAddo Of course, just a matter of time",Nana,0.0,  nana of course just a matter of time,"['nana', 'of', 'cours', 'just', 'a', 'matter', 'of', 'time']"
248,"@CoachOpeele @NAkufoAddo Is it a crime in Ghana to adds osafo marfo,s name..",Nana,0.0, nana is it a crime in ghana to adds osafo marfos name,"['nana', 'is', 'it', 'a', 'crime', 'in', 'ghana', 'to', 'add', 'osafo', 'marfo', 'name']"
250,@JohnAKufuor @NAkufoAddo Truly he deserves it,Nana,0.0, nana truly he deserves it,"['nana', 'truli', 'he', 'deserv', 'it']"
255,@k_samuwal @idualliance @ManKujoe @NAkufoAddo @dua_africa I will go and Cry In The Dry Dams,Nana,0.0,   nana  i will go and cry in the dry dams,"['nana', 'i', 'will', 'go', 'and', 'cri', 'in', 'the', 'dri', 'dam']"
256,@nanaprabeng @IngObeng @NsiaAvena @AOuattara_PRCI @NAkufoAddo What of Rwanda's president?,Nana,0.0,    nana what of rwanda's president,"['nana', 'what', 'of', ""rwanda'"", 'presid']"
258,@AbuakwaSketches @CoachOpeele @NAkufoAddo There is no option looking at e criteria https://t.co/L8I6AinzLU,Nana,0.0,  nana there is no option looking at e criteria ,"['nana', 'there', 'is', 'no', 'option', 'look', 'at', 'e', 'criteria']"
262,@Magnusbrobbey @hughes_onair @ECGhanaOfficial @NAkufoAddo @JDMahama Your mother kwasia,Nana,0.0,   nana mahama your mother kwasia,"['nana', 'mahama', 'your', 'mother', 'kwasia']"
265,@PaulKagame @NAkufoAddo How are you two friends????,Nana,0.0, nana how are you two friends,"['nana', 'how', 'are', 'you', 'two', 'friend']"
268,"@PaulKagame @NAkufoAddo It's good too ,thank you.",Nana,0.0, nana it's good too thank you,"['nana', ""it'"", 'good', 'too', 'thank', 'you']"
269,"@VrrVRR20 @nkasayadoo @RailaOdinga @NAkufoAddo Wullop, make u nor vex. Twitter is just fun.",Nana,0.0,   nana wullop make u nor vex twitter is just fun,"['nana', 'wullop', 'make', 'u', 'nor', 'vex', 'twitter', 'is', 'just', 'fun']"
275,@HisPrinceness @NsiaAvena @NAkufoAddo She wouldn't have had a good education if she had had access to the FSHS,Nana,0.0,  nana she wouldn't have had a good education if she had had access to the fshs,"['nana', 'she', ""wouldn't"", 'have', 'had', 'a', 'good', 'educ', 'if', 'she', 'had', 'had', 'access', 'to', 'the', 'fsh']"
278,"@PaulKagame @Ras_Outamcy @NAkufoAddo He's corrupt, don't be his friend My Best President in Africa.",Nana,0.0,  nana he's corrupt don't be his friend my best president in africa,"['nana', ""he'"", 'corrupt', ""don't"", 'be', 'hi', 'friend', 'my', 'best', 'presid', 'in', 'africa']"
280,"@bukolasaraki @NAkufoAddo The great leader, my mentor my daddy",Nana,0.0, nana the great leader my mentor my daddy,"['nana', 'the', 'great', 'leader', 'my', 'mentor', 'my', 'daddi']"
281,@BintKimberlyn @NAkufoAddo SHAME ONTO YOU,Nana,0.0, nana shame onto you,"['nana', 'shame', 'onto', 'you']"
282,@Citi973 @JDMahama @NAkufoAddo OK. Manipulation. We hear you. So please do the right thing. Go to court.,Nana,0.0, mahama nana ok manipulation we hear you so please do the right thing go to court,"['mahama', 'nana', 'ok', 'manipul', 'we', 'hear', 'you', 'so', 'pleas', 'do', 'the', 'right', 'thing', 'go', 'to', 'court']"
287,"@AwartDani @NAkufoAddo Below the belt please! She is She.
https://t.co/D4puU6GDjo",Nana,0.0," nana below the belt please she is she
","['nana', 'below', 'the', 'belt', 'pleas', 'she', 'is', 'she']"
293,@CoachOpeele @NAkufoAddo They are obstacles to Npp's progress,Nana,0.0, nana they are obstacles to npp's progress,"['nana', 'they', 'are', 'obstacl', 'to', ""npp'"", 'progress']"
294,"@Jakanyawino @PaulKagame @NAkufoAddo We don't seek any #lesson from u,nor from #anyone else!Who are u?",Nana,0.0,  nana we don't seek any  from unor from  elsewho are u,"['nana', 'we', ""don't"", 'seek', 'ani', 'from', 'unor', 'from', 'elsewho', 'are', 'u']"
306,@VrrVRR20 @nkasayadoo @RailaOdinga @NAkufoAddo Your ignorance is legendary Mr Ghanaian.,Nana,0.0,   nana your ignorance is legendary mr ghanaian,"['nana', 'your', 'ignor', 'is', 'legendari', 'mr', 'ghanaian']"
314,@PaulKagame @NAkufoAddo Why would you congratulate him when the outcome of the elections has been challenged in court?,Nana,0.0, nana why would you congratulate him when the outcome of the elections has been challenged in court,"['nana', 'whi', 'would', 'you', 'congratul', 'him', 'when', 'the', 'outcom', 'of', 'the', 'elect', 'ha', 'been', 'challeng', 'in', 'court']"
318,@megye_wo_girl @YawSabato @AncientGhanaian @JDMahama @NAkufoAddo Where and when did papa JM said that any prove ??,Nana,0.0,   mahama nana where and when did papa jm said that any prove ,"['mahama', 'nana', 'where', 'and', 'when', 'did', 'papa', 'jm', 'said', 'that', 'ani', 'prove']"
327,@megye_wo_girl @YawSabato @AncientGhanaian @JDMahama @NAkufoAddo Pls pls no one is talking about fighting !!!,Nana,0.0,   mahama nana pls pls no one is talking about fighting ,"['mahama', 'nana', 'pl', 'pl', 'no', 'one', 'is', 'talk', 'about', 'fight']"
337,@Ghampson3 @YawSabato @JDMahama @NAkufoAddo So he should do the needful thing. Go to the Supreme Court,Nana,0.0,  mahama nana so he should do the needful thing go to the supreme court,"['mahama', 'nana', 'so', 'he', 'should', 'do', 'the', 'need', 'thing', 'go', 'to', 'the', 'suprem', 'court']"
338,@AutoBuzzFeeds @NAkufoAddo Ook. Keep studying the dictionary. It'll help you understand better. And your name again is.....?,Nana,0.0, nana ook keep studying the dictionary it'll help you understand better and your name again is,"['nana', 'ook', 'keep', 'studi', 'the', 'dictionari', ""it'll"", 'help', 'you', 'understand', 'better', 'and', 'your', 'name', 'again', 'is']"
339,@UenrSrc @NAkufoAddo *spending*,Nana,0.0, nana spending,"['nana', 'spend']"
341,@Esthy50668140 @JMbaRichie @NAkufoAddo By shooting people,Nana,0.0,  nana by shooting people,"['nana', 'by', 'shoot', 'peopl']"
350,@ComradeSharp @Kingsherry34 @AOuattara_PRCI @NAkufoAddo @ECGhanaOfficial then rest. Wait for 2024,Nana,0.0,   nana  then rest wait for ,"['nana', 'then', 'rest', 'wait', 'for']"
353,@johnnyyca__ @NDCGH @NAkufoAddo Since when did you start politics,Nana,0.0,  nana since when did you start politics,"['nana', 'sinc', 'when', 'did', 'you', 'start', 'polit']"
355,"@bukolasaraki @NAkufoAddo Sir, that was magomago power and politice like Nigeria.",Nana,0.0, nana sir that was magomago power and politice like nigeria,"['nana', 'sir', 'that', 'wa', 'magomago', 'power', 'and', 'politic', 'like', 'nigeria']"
357,"@PaulKagame @NAkufoAddo I love you both, nice that you are friends and work together for our future. The future of Africa !",Nana,0.0, nana i love you both nice that you are friends and work together for our future the future of africa ,"['nana', 'i', 'love', 'you', 'both', 'nice', 'that', 'you', 'are', 'friend', 'and', 'work', 'togeth', 'for', 'our', 'futur', 'the', 'futur', 'of', 'africa']"
358,@PaulKagame @NAkufoAddo Get proper briefing you are not in Ghana.,Nana,0.0, nana get proper briefing you are not in ghana,"['nana', 'get', 'proper', 'brief', 'you', 'are', 'not', 'in', 'ghana']"
359,"@brevity2020 @PaulKagame @NAkufoAddo Useless response...

You must be hopped up on weed",Nana,0.0,"  nana useless response

you must be hopped up on weed","['nana', 'useless', 'respons', 'you', 'must', 'be', 'hop', 'up', 'on', 'weed']"
360,@joekimyoung @PaulKagame @NAkufoAddo Neither has mahama the #papano,Nana,0.0,  nana neither has mahama the ,"['nana', 'neither', 'ha', 'mahama', 'the']"
361,@AwartDani @NAkufoAddo Indeed John Dumelo is right for the fight time......The followers of NDC are not intellectuals...Gyimii saa,Nana,0.0, nana indeed john dumelo is right for the fight timethe followers of ndc are not intellectualsgyimii saa,"['nana', 'inde', 'john', 'dumelo', 'is', 'right', 'for', 'the', 'fight', 'timeth', 'follow', 'of', 'ndc', 'are', 'not', 'intellectualsgyimii', 'saa']"
362,@NsiaAvena @NAkufoAddo @BBCWorld Lol l need my follow back ooo,Nana,0.0, nana  lol l need my follow back ooo,"['nana', 'lol', 'l', 'need', 'my', 'follow', 'back', 'ooo']"
364,@morgangamel @PaulKagame @NAkufoAddo Rest OK. Every opposition party thinks they are cheated.  See u in 2024.,Nana,0.0,  nana rest ok every opposition party thinks they are cheated  see u in ,"['nana', 'rest', 'ok', 'everi', 'opposit', 'parti', 'think', 'they', 'are', 'cheat', 'see', 'u', 'in']"
366,@Emmanuelatta101 @Amagalove29 @NAkufoAddo @NPP_GH Who's bleeding now?,Nana,0.0,  nana nppwho's bleeding now,"['nana', ""nppwho'"", 'bleed', 'now']"
368,@NsiaAvena @NAkufoAddo @BBCWorld So what??? Tchewww,Nana,0.0, nana  so what tchewww,"['nana', 'so', 'what', 'tchewww']"
371,@YawSabato @JDMahama @NAkufoAddo Can thete ever be peace without jusctice?,Nana,0.0, mahama nana can thete ever be peace without jusctice,"['mahama', 'nana', 'can', 'thete', 'ever', 'be', 'peac', 'without', 'jusctic']"
378,@NsiaAvena @NAkufoAddo Big thief,Nana,0.0, nana big thief,"['nana', 'big', 'thief']"
383,@AkyianuGyamfi @NAkufoAddo At least the court will expose more truth and make Madam Jane hot small !,Nana,0.0, nana at least the court will expose more truth and make madam jane hot small ,"['nana', 'at', 'least', 'the', 'court', 'will', 'expos', 'more', 'truth', 'and', 'make', 'madam', 'jane', 'hot', 'small']"
393,@Kwame34580189 @bukolasaraki @NAkufoAddo Abeg.... Second base...,Nana,0.0,  nana abeg second base,"['nana', 'abeg', 'second', 'base']"
394,@AOuattara_PRCI @NAkufoAddo You have every right birds of the same feathers flies together.,Nana,0.0, nana you have every right birds of the same feathers flies together,"['nana', 'you', 'have', 'everi', 'right', 'bird', 'of', 'the', 'same', 'feather', 'fli', 'togeth']"
395,"@Obiba_ @NAkufoAddo Me President, get rid of Osafo Marfo he's excess baggage in your administration.",Nana,0.0, nana me president get rid of osafo marfo he's excess baggage in your administration,"['nana', 'me', 'presid', 'get', 'rid', 'of', 'osafo', 'marfo', ""he'"", 'excess', 'baggag', 'in', 'your', 'administr']"
399,@PaulKagame @NAkufoAddo Is a stolen verdict,Nana,0.0, nana is a stolen verdict,"['nana', 'is', 'a', 'stolen', 'verdict']"
400,@NsiaAvena @NAkufoAddo Incidentally no Ghanaian elder can call us to order when we start.,Nana,0.0, nana incidentally no ghanaian elder can call us to order when we start,"['nana', 'incident', 'no', 'ghanaian', 'elder', 'can', 'call', 'us', 'to', 'order', 'when', 'we', 'start']"
409,@jnr_gates @OfficialNDCGh @NAkufoAddo @JDMahama No one in your family will ever achieve a quarter of Maham's success!,Nana,0.0, ndc nana mahama no one in your family will ever achieve a quarter of maham's success,"['ndc', 'nana', 'mahama', 'no', 'one', 'in', 'your', 'famili', 'will', 'ever', 'achiev', 'a', 'quarter', 'of', ""maham'"", 'success']"
410,@ComradeSharp @AOuattara_PRCI @NAkufoAddo @ECGhanaOfficial Actually you people are getting out of hands,Nana,0.0,  nana  actually you people are getting out of hands,"['nana', 'actual', 'you', 'peopl', 'are', 'get', 'out', 'of', 'hand']"
411,@NsiaAvena @NAkufoAddo The silent movement of a Tiger is not foolishness. It's a calculation of accuracy  A.B.A. Fuseini,Nana,0.0, nana the silent movement of a tiger is not foolishness it's a calculation of accuracy  aba fuseini,"['nana', 'the', 'silent', 'movement', 'of', 'a', 'tiger', 'is', 'not', 'foolish', ""it'"", 'a', 'calcul', 'of', 'accuraci', 'aba', 'fuseini']"
412,@AOuattara_PRCI @NAkufoAddo Brother ampa..You guys are both Constitutional dictators..,Nana,0.0, nana brother ampayou guys are both constitutional dictators,"['nana', 'brother', 'ampay', 'guy', 'are', 'both', 'constitut', 'dictat']"
413,@IngObeng @NsiaAvena @AOuattara_PRCI @NAkufoAddo They are just playing smart.... u think they are blind?,Nana,0.0,   nana they are just playing smart u think they are blind,"['nana', 'they', 'are', 'just', 'play', 'smart', 'u', 'think', 'they', 'are', 'blind']"
