ID,Tweet,Candidate,Stance,Preproc_Tweet,Tokens
73176,@JDMahama Ok thanks J.D.M Ã°Å¸â¢ï¿½Ã°Å¸ËÂ·Ã¢ï¿½Â¤Ã°Å¸â¡Â¬Ã°Å¸â¡Â­Ã¢ËâÃ¯Â¸ï¿½Ã°Å¸Å¡Â°Ã¢Â¬â Ã¯Â¸ï¿½Ã¢ËâÃ¯Â¸ï¿½Ã¢ÅâÃ¯Â¸ï¿½Ã°Å¸Å¡Â®Ã¢â¢Â¿Ã°Å¸Å¡Â¹Ã°Å¸Å¡ÂºÃ°Å¸Å¡Â»Ã°Å¸âï¿½2,John,0.0,mahama ok thanks jdm  ,"['mahama', 'ok', 'thank', 'jdm']"
73177,@ElvisFrimpongB1 @august4551 @JDMahama Mention one prez who wasn't faced with criticisms during his tenure or didn'Ã¢â¬Â¦ https://t.co/DRWUgXEkFs,John,0.0,  mahama mention one prez who wasn't faced with criticisms during his tenure or didn' ,"['mahama', 'mention', 'one', 'prez', 'who', ""wasn't"", 'face', 'with', 'critic', 'dure', 'hi', 'tenur', 'or', 'didn']"
73178,Hhhmm true talk papa https://t.co/P3VUeHTLxJ,John,0.0,hhhmm true talk papa ,"['hhhmm', 'true', 'talk', 'papa']"
73184,"@OdaMedikal 
@johndumelo1 
@PulseGhana 
@AtaaAyi_ 
@JDMahama 
         DROPPING SOONER https://t.co/NgsxAcG2YG",John,0.0," 
 
 
 
mahama 
         dropping sooner ","['mahama', 'drop', 'sooner']"
73186,"@oduro0 @Obiba_ @JDMahama He's with Zylofon 
Mahama says if he wins, he's gonna investigate Menzgold wey he vex.",John,0.0,"  mahama he's with zylofon 
mahama says if he wins he's gonna investigate menzgold wey he vex","['mahama', ""he'"", 'with', 'zylofon', 'mahama', 'say', 'if', 'he', 'win', ""he'"", 'gonna', 'investig', 'menzgold', 'wey', 'he', 'vex']"
73188,"@Obiba_ @JDMahama Ahh....
But I thought this guy was with them ..??",John,0.0," mahama ahh
but i thought this guy was with them ","['mahama', 'ahh', 'but', 'i', 'thought', 'thi', 'guy', 'wa', 'with', 'them']"
73192,@Kwesi_Agyei_ @JDMahama They will just post a picture of a huge crowd but were those people there to jab or supportÃ¢â¬Â¦ https://t.co/rMdQXDSMfq,John,0.0, mahama they will just post a picture of a huge crowd but were those people there to jab or support ,"['mahama', 'they', 'will', 'just', 'post', 'a', 'pictur', 'of', 'a', 'huge', 'crowd', 'but', 'were', 'those', 'peopl', 'there', 'to', 'jab', 'or', 'support']"
73197,@JDMahama You trust the EC now?,John,0.0,mahama you trust the ec now,"['mahama', 'you', 'trust', 'the', 'ec', 'now']"
73229,@JDMahama Please how is Lordina Doing ?,John,0.0,mahama please how is lordina doing ,"['mahama', 'pleas', 'how', 'is', 'lordina', 'do']"
73245,"@samuelron40 @originalpapt @SammyGyamfi2017 @JDMahama @johndumelo1 Its the truth bro, take it or leave it or betterÃ¢â¬Â¦ https://t.co/oClyYen7E8",John,0.0,   mahama  its the truth bro take it or leave it or better ,"['mahama', 'it', 'the', 'truth', 'bro', 'take', 'it', 'or', 'leav', 'it', 'or', 'better']"
73260,"@lymesis_1 @Renowned_beast @JDMahama @AvrahamBenMosh1 But the people should also think wise is they have ""any"" becaÃ¢â¬Â¦ https://t.co/NrnuxJyum3",John,0.0,  mahama  but the people should also think wise is they have any beca ,"['mahama', 'but', 'the', 'peopl', 'should', 'also', 'think', 'wise', 'is', 'they', 'have', 'ani', 'beca']"
73295,This is just the beginning. Indeed if she has genuinely won the election the youths in her constituency will not hoÃ¢â¬Â¦ https://t.co/5bcn8HnNn0,John,0.0,this is just the beginning indeed if she has genuinely won the election the youths in her constituency will not ho ,"['thi', 'is', 'just', 'the', 'begin', 'inde', 'if', 'she', 'ha', 'genuin', 'won', 'the', 'elect', 'the', 'youth', 'in', 'her', 'constitu', 'will', 'not', 'ho']"
73305,@blissjaykay @jibrielabubaka1 @Bridget_Otoo @JDMahama Most celebrities who openly support any of the leading politiÃ¢â¬Â¦ https://t.co/6Lpu3iHg2q,John,0.0,   mahama most celebrities who openly support any of the leading politi ,"['mahama', 'most', 'celebr', 'who', 'openli', 'support', 'ani', 'of', 'the', 'lead', 'politi']"
73308,@GbaligonR @hearttooclean @jibrielabubaka1 @Bridget_Otoo @JDMahama Didn't get my statement well buh echill Ã°Å¸ËÅ,John,0.0,    mahama didn't get my statement well buh echill ,"['mahama', ""didn't"", 'get', 'my', 'statement', 'well', 'buh', 'echil']"
73311,@hearttooclean @blissjaykay @jibrielabubaka1 @Bridget_Otoo @JDMahama Sorry bro. My bad,John,0.0,    mahama sorry bro my bad,"['mahama', 'sorri', 'bro', 'my', 'bad']"
73313,"@Renowned_beast @Supremo06903924 @JDMahama IÃ¢â¬â¢m not even concerned about the law sef, a person in an office with airÃ¢â¬Â¦ https://t.co/m9BvjmU7Jr",John,0.0,  mahama im not even concerned about the law sef a person in an office with air ,"['mahama', 'im', 'not', 'even', 'concern', 'about', 'the', 'law', 'sef', 'a', 'person', 'in', 'an', 'offic', 'with', 'air']"
73368,@lymesis_1 @Supremo06903924 @JDMahama Is the press conference a wrong thing to do?,John,0.0,  mahama is the press conference a wrong thing to do,"['mahama', 'is', 'the', 'press', 'confer', 'a', 'wrong', 'thing', 'to', 'do']"
73377,Good night @OfficialNDCGh @JDMahama https://t.co/Ufc23jGoKH,John,0.0,good night ndc mahama ,"['good', 'night', 'ndc', 'mahama']"
73381,@KingAlwell1 @Citi973 Not this time. These punks think they can get away with everything. I tell you what tho. TheyÃ¢â¬Â¦ https://t.co/h9q2rGKCVC,John,0.0,  not this time these punks think they can get away with everything i tell you what tho they ,"['not', 'thi', 'time', 'these', 'punk', 'think', 'they', 'can', 'get', 'away', 'with', 'everyth', 'i', 'tell', 'you', 'what', 'tho', 'they']"
73389,"@ManuelPilato3 @JDMahama Simple he should take back whatever he gave to those girls . After all, he has enough money to stay in opposition.",John,0.0, mahama simple he should take back whatever he gave to those girls  after all he has enough money to stay in opposition,"['mahama', 'simpl', 'he', 'should', 'take', 'back', 'whatev', 'he', 'gave', 'to', 'those', 'girl', 'after', 'all', 'he', 'ha', 'enough', 'money', 'to', 'stay', 'in', 'opposit']"
73403,@StayhKlynn @KofiStunners @JDMahama Did they even bother to put other measures like making it into a company whereÃ¢â¬Â¦ https://t.co/ncMZ41dVMM,John,0.0,  mahama did they even bother to put other measures like making it into a company where ,"['mahama', 'did', 'they', 'even', 'bother', 'to', 'put', 'other', 'measur', 'like', 'make', 'it', 'into', 'a', 'compani', 'where']"
73407,@StayhKlynn @KofiStunners @JDMahama Did u understand what I meant .. u just made my point clear .. making okada legÃ¢â¬Â¦ https://t.co/8C3wNGh9Tn,John,0.0,  mahama did u understand what i meant  u just made my point clear  making okada leg ,"['mahama', 'did', 'u', 'understand', 'what', 'i', 'meant', 'u', 'just', 'made', 'my', 'point', 'clear', 'make', 'okada', 'leg']"
73424,Are you proud of this or you donÃ¢â¬â¢t care? @JDMahama https://t.co/NP2lGmd7Pl,John,0.0,are you proud of this or you dont care mahama ,"['are', 'you', 'proud', 'of', 'thi', 'or', 'you', 'dont', 'care', 'mahama']"
73441,@StayhKlynn @ZickZaddy @KofiStunners @JDMahama I'm... but yet still ... calm words soothe the heart ... you shouldÃ¢â¬Â¦ https://t.co/bEXuhOJCg0,John,0.0,   mahama i'm but yet still  calm words soothe the heart  you should ,"['mahama', ""i'm"", 'but', 'yet', 'still', 'calm', 'word', 'sooth', 'the', 'heart', 'you', 'should']"
